Device_ID,Packet_Size (bytes),Latency (ms),Throughput (Mbps),Protocol_Type,Source_Port,Destination_Port,IP_Flag,Connection_Duration (ms),Packet_Count,Error_Rate,Fragmentation_Flag,Payload_Size (bytes),Session_Status,Attack_Type
Device_34,356,55.41,78.72,UDP,44945,595,SYN,7879.64,861,0.0893,0,1008,Pending,DDoS
Device_3,1189,459.07,12.07,ICMP,714,282,FIN,9081.85,171,0.0333,1,1001,Pending,Spoofing
Device_34,225,135.94,78.61,TCP,57932,682,ACK,5652.05,792,0.0157,1,918,Pending,Phishing
Device_71,352,498.01,37.66,TCP,257,109,RST,5757.12,194,0.0295,0,1485,Pending,Spoofing
Device_43,95,496.59,46.62,TCP,40231,895,RST,8947.16,905,0.0299,0,770,Pending,Phishing
Device_87,433,310.04,19.5,ICMP,11787,239,None,871.83,473,0.0021,0,774,Established,Normal
Device_59,799,6.62,40.83,ICMP,42610,954,None,1807.0,116,0.0186,1,7,Established,Normal
Device_27,699,465.59,1.17,UDP,54915,508,FIN,7095.5,331,0.0044,1,746,Established,Normal
Device_69,198,386.84,31.46,TCP,54484,692,SYN,8174.12,456,0.0197,0,1457,Failed,Phishing
Device_43,1297,36.33,65.39,UDP,17321,801,ACK,2301.57,602,0.083,1,1280,Pending,DDoS
Device_4,237,198.69,14.24,UDP,39160,857,SYN,8145.69,95,0.0027,1,74,Established,Normal
Device_27,1480,248.46,15.82,TCP,1019,479,FIN,9216.77,951,0.0312,0,894,Pending,Spoofing
Device_93,201,92.67,98.93,TCP,28383,878,RST,1818.15,871,0.0198,0,381,Pending,Phishing
Device_26,233,209.43,75.29,TCP,6352,189,FIN,2506.75,9,0.0216,0,619,Pending,Phishing
Device_81,908,280.19,77.72,TCP,35976,871,ACK,6663.54,950,0.0752,1,282,Failed,DDoS
Device_52,479,308.16,68.14,ICMP,714,513,RST,813.29,868,0.0679,1,697,Failed,Spoofing
Device_62,1028,292.05,14.13,TCP,22655,751,FIN,2595.06,426,0.0086,0,998,Established,Normal
Device_10,1492,396.85,67.28,TCP,678,680,FIN,6967.73,636,0.0458,0,755,Pending,Spoofing
Device_83,243,219.8,10.53,TCP,55508,1003,SYN,2339.07,531,0.028,0,987,Failed,Phishing
Device_56,250,108.53,40.39,TCP,55708,904,ACK,8998.16,267,0.0383,1,353,Failed,Phishing
Device_66,1280,409.37,85.04,TCP,774,966,FIN,6715.6,108,0.0658,1,1013,Pending,Spoofing
Device_13,1220,64.53,78.17,UDP,8741,944,RST,4455.69,838,0.077,1,1494,Failed,DDoS
Device_57,192,360.82,76.65,TCP,26791,401,ACK,3051.94,721,0.0123,0,816,Failed,Phishing
Device_78,450,260.66,4.19,TCP,534,605,RST,2171.41,155,0.0213,1,857,Pending,Spoofing
Device_39,345,498.92,59.59,UDP,34029,1022,SYN,7567.82,605,0.076,1,1027,Pending,DDoS
Device_11,1034,305.05,68.31,UDP,726,823,FIN,6127.26,171,0.0688,0,512,Failed,Spoofing
Device_25,215,187.53,67.43,TCP,16801,479,RST,3099.57,451,0.0239,0,1085,Pending,Phishing
Device_84,261,202.01,76.95,TCP,61330,911,SYN,4896.07,906,0.0545,1,777,Pending,DDoS
Device_15,527,256.24,26.26,TCP,229,559,FIN,7203.62,478,0.0592,0,1290,Pending,Spoofing
Device_60,77,498.73,54.33,TCP,37135,993,RST,6591.46,699,0.0303,0,1021,Failed,Phishing
Device_76,1110,179.95,72.02,ICMP,18055,486,SYN,4239.31,576,0.0922,1,30,Pending,DDoS
Device_57,459,441.46,65.73,ICMP,21924,391,RST,1937.33,651,0.0718,1,1295,Pending,DDoS
Device_63,287,396.02,7.08,ICMP,24744,976,None,7964.96,195,0.0196,0,794,Established,Normal
Device_87,1169,149.61,62.22,UDP,572,166,RST,9357.54,651,0.0693,1,268,Pending,Spoofing
Device_41,487,447.28,36.22,ICMP,17482,383,RST,7083.97,191,0.0093,1,1160,Established,Normal
Device_40,1134,370.12,59.98,ICMP,36296,926,SYN,7957.51,840,0.0818,0,529,Pending,DDoS
Device_50,125,439.24,9.38,TCP,38927,315,RST,7001.37,778,0.0246,0,134,Pending,Phishing
Device_19,148,415.1,44.27,UDP,493,1000,RST,4795.9,844,0.0402,1,1378,Failed,Spoofing
Device_52,1027,453.15,98.57,UDP,45236,558,RST,3244.02,609,0.094,1,569,Pending,DDoS
Device_63,141,275.93,35.25,UDP,912,895,FIN,3656.97,101,0.0582,0,129,Failed,Spoofing
Device_51,244,496.26,60.42,TCP,40309,991,SYN,8215.32,533,0.0591,0,462,Failed,DDoS
Device_14,1143,3.45,69.34,TCP,36333,629,RST,7237.46,909,0.0646,0,679,Failed,DDoS
Device_88,1433,378.78,92.71,TCP,46208,685,SYN,5582.78,639,0.0664,0,1360,Pending,DDoS
Device_35,1198,432.96,89.88,TCP,595,29,FIN,8577.32,483,0.0468,0,1302,Pending,Spoofing
Device_44,190,122.55,27.92,TCP,1718,626,RST,3865.63,370,0.0418,1,703,Failed,Phishing
Device_52,321,394.83,54.23,TCP,8125,1023,FIN,441.37,859,0.0624,0,934,Pending,DDoS
Device_69,255,344.06,3.86,TCP,7130,538,SYN,4632.38,420,0.0353,1,753,Pending,Phishing
Device_32,1254,395.16,95.12,UDP,43833,37,RST,9936.16,797,0.0536,0,1242,Pending,DDoS
Device_74,137,364.21,63.48,TCP,51766,431,FIN,1831.09,978,0.0579,0,1240,Pending,DDoS
Device_100,72,151.04,6.06,TCP,55134,598,RST,1417.71,453,0.0147,1,1347,Established,Normal
Device_20,219,151.31,18.71,TCP,21346,94,RST,1420.33,66,0.0206,1,417,Failed,Phishing
Device_52,708,221.15,74.13,TCP,38434,162,FIN,1323.64,802,0.072,0,1281,Failed,DDoS
Device_12,366,466.08,32.48,ICMP,45946,793,ACK,5740.33,299,0.0107,0,1329,Established,Normal
Device_98,1182,42.12,43.76,ICMP,51318,872,FIN,6054.87,116,0.019,0,384,Established,Normal
Device_70,384,372.16,15.34,ICMP,376,458,RST,3892.77,466,0.0575,0,1419,Failed,Spoofing
Device_76,408,271.51,66.05,UDP,51536,788,SYN,591.9,581,0.0573,1,130,Pending,DDoS
Device_84,355,379.95,22.8,TCP,6058,898,None,5668.22,67,0.0053,1,23,Established,Normal
Device_82,443,310.01,52.26,ICMP,40712,419,None,5856.78,999,0.0898,0,1054,Pending,DDoS
Device_84,556,30.45,22.15,UDP,46547,960,RST,5355.69,397,0.015,1,992,Established,Normal
Device_62,266,183.27,15.38,TCP,31551,957,None,5306.65,149,0.0057,0,602,Established,Normal
Device_15,230,419.27,86.14,TCP,42218,750,RST,1313.75,630,0.0322,1,78,Pending,Phishing
Device_43,1395,318.87,94.76,TCP,39205,444,RST,7831.44,609,0.0624,0,679,Failed,DDoS
Device_10,810,176.94,49.93,ICMP,20676,545,None,8794.77,430,0.0135,0,123,Established,Normal
Device_90,1081,164.14,59.77,UDP,67,342,RST,1284.25,778,0.0683,0,205,Pending,Spoofing
Device_6,340,307.96,64.4,UDP,37897,942,SYN,2299.15,519,0.095,1,923,Failed,DDoS
Device_51,211,136.89,56.81,TCP,39184,633,None,271.85,524,0.0341,0,304,Failed,Phishing
Device_30,1188,51.5,79.67,TCP,48469,975,RST,9869.99,736,0.0778,1,266,Failed,DDoS
Device_95,130,382.52,10.82,TCP,41707,566,None,4485.73,442,0.0322,1,973,Failed,Phishing
Device_91,575,408.28,22.19,UDP,394,174,FIN,4431.23,248,0.07,0,688,Failed,Spoofing
Device_91,1312,466.17,68.7,ICMP,8662,99,None,6841.34,780,0.0777,1,739,Failed,DDoS
Device_13,104,63.24,67.4,UDP,49317,954,SYN,4139.74,849,0.0948,0,874,Failed,DDoS
Device_92,442,131.64,54.58,UDP,17719,786,FIN,7771.14,683,0.0853,0,474,Pending,DDoS
Device_56,99,109.15,80.08,TCP,17390,279,FIN,1787.86,211,0.0138,0,651,Failed,Phishing
Device_63,613,359.94,1.42,TCP,34468,751,None,6221.63,124,0.0189,1,1229,Established,Normal
Device_95,153,166.45,19.61,TCP,53346,771,ACK,1054.53,853,0.0216,0,393,Pending,Phishing
Device_91,580,108.68,57.17,UDP,23424,837,SYN,3982.83,516,0.0534,1,1015,Failed,DDoS
Device_13,383,358.24,83.37,UDP,4069,552,RST,7607.01,977,0.0735,0,832,Failed,DDoS
Device_13,474,187.97,70.81,UDP,30695,49,None,9421.96,938,0.0706,1,377,Pending,DDoS
Device_13,156,216.06,39.4,TCP,23083,454,ACK,4143.58,119,0.0164,1,600,Pending,Phishing
Device_27,108,480.64,98.05,TCP,16451,997,FIN,3900.97,966,0.0259,1,149,Pending,Phishing
Device_36,350,37.66,2.33,UDP,982,320,RST,9667.56,460,0.0744,0,1240,Failed,Spoofing
Device_16,665,120.31,61.23,TCP,15573,43,ACK,3203.34,724,0.054,1,937,Failed,DDoS
Device_88,150,99.77,2.13,TCP,38419,629,ACK,8830.46,687,0.0366,0,1273,Failed,Phishing
Device_89,136,126.68,96.54,TCP,3024,799,SYN,923.68,86,0.0264,1,1279,Pending,Phishing
Device_36,200,175.29,79.07,TCP,58833,868,ACK,8243.79,115,0.0481,0,806,Pending,Phishing
Device_95,333,127.84,1.71,ICMP,29562,69,FIN,7147.4,451,0.0068,0,1237,Established,Normal
Device_28,911,118.76,1.29,TCP,541,842,FIN,1819.56,658,0.0325,0,1163,Pending,Spoofing
Device_82,189,409.46,15.31,TCP,32161,61,SYN,933.0,63,0.018,0,134,Failed,Phishing
Device_35,138,473.55,64.37,TCP,35270,745,SYN,6067.37,421,0.0402,1,6,Pending,Phishing
Device_9,1187,160.17,63.76,ICMP,40310,913,RST,2285.16,916,0.0505,1,130,Failed,DDoS
Device_29,78,97.2,93.53,UDP,2183,308,ACK,3553.78,960,0.0736,1,236,Failed,DDoS
Device_61,1177,257.66,86.17,TCP,676,465,FIN,7428.38,25,0.0552,0,330,Pending,Spoofing
Device_9,880,119.94,81.26,UDP,22417,234,ACK,7585.93,932,0.0599,1,684,Failed,DDoS
Device_21,1475,70.19,86.59,ICMP,326,787,FIN,3749.63,892,0.0262,0,183,Failed,Spoofing
Device_20,1492,195.05,9.71,TCP,47236,61,ACK,8909.98,210,0.0107,0,1041,Established,Normal
Device_23,91,389.85,71.82,UDP,51357,10,SYN,8686.43,833,0.0557,1,1087,Pending,DDoS
Device_8,680,240.59,25.49,TCP,52323,679,ACK,4259.62,243,0.0135,1,537,Established,Normal
Device_51,1375,223.98,54.76,ICMP,32092,505,None,6673.08,749,0.0739,1,40,Pending,DDoS
Device_89,89,52.78,62.1,TCP,52205,78,None,7544.65,824,0.0149,0,328,Failed,Phishing
Device_67,581,371.19,33.86,ICMP,1867,546,FIN,1809.96,463,0.0034,0,413,Established,Normal
Device_72,218,228.82,7.23,TCP,40076,332,ACK,2296.91,165,0.0323,1,963,Failed,Phishing
Device_22,935,68.94,94.16,UDP,2620,640,SYN,5225.32,700,0.0992,0,652,Failed,DDoS
Device_39,1354,154.68,84.62,TCP,5707,633,None,1970.77,708,0.0516,1,556,Pending,DDoS
Device_32,95,394.29,52.38,TCP,26170,367,ACK,6664.97,720,0.0413,1,695,Pending,Phishing
Device_47,558,152.37,86.57,ICMP,52495,153,FIN,3578.73,856,0.0628,0,558,Pending,DDoS
Device_47,1193,343.3,96.38,ICMP,605,989,RST,4616.14,639,0.0717,0,1327,Pending,Spoofing
Device_24,214,389.82,43.72,TCP,13387,513,FIN,4820.02,606,0.0102,1,1353,Failed,Phishing
Device_44,1012,291.74,30.08,TCP,486,494,FIN,825.94,525,0.0263,0,145,Pending,Spoofing
Device_64,139,181.74,1.31,ICMP,52438,447,None,2104.08,186,0.0167,1,497,Established,Normal
Device_58,711,323.44,62.59,TCP,2320,645,FIN,9236.56,902,0.0528,0,1204,Failed,DDoS
Device_66,1425,84.63,56.25,TCP,800,412,RST,2465.96,284,0.035,0,488,Pending,Spoofing
Device_16,97,230.1,12.87,TCP,3916,451,ACK,4218.01,298,0.0145,1,204,Pending,Phishing
Device_82,575,151.53,36.93,UDP,5413,933,None,6882.32,207,0.016,0,1158,Established,Normal
Device_36,920,232.41,20.59,UDP,921,535,RST,2022.15,835,0.0308,1,177,Failed,Spoofing
Device_27,236,33.63,93.84,TCP,15318,840,FIN,7297.98,967,0.015,0,981,Pending,Phishing
Device_69,794,29.2,78.84,ICMP,20225,720,None,3690.98,529,0.0627,1,1028,Pending,DDoS
Device_51,299,49.99,64.56,TCP,13954,504,FIN,3522.84,913,0.0735,0,411,Pending,DDoS
Device_20,209,221.7,73.86,TCP,49387,133,ACK,8004.76,379,0.0239,1,1212,Failed,Phishing
Device_57,641,406.46,46.52,UDP,58989,42,ACK,468.18,29,0.0189,0,326,Established,Normal
Device_93,913,324.89,35.08,UDP,8241,930,ACK,4259.76,252,0.0004,0,229,Established,Normal
Device_4,306,370.52,78.9,ICMP,533,224,RST,958.15,136,0.0408,0,1277,Failed,Spoofing
Device_47,479,86.2,90.75,UDP,100,478,RST,3440.75,163,0.0342,1,848,Failed,Spoofing
Device_29,246,218.5,48.64,TCP,4793,861,None,2481.3,770,0.0154,1,572,Failed,Phishing
Device_3,237,279.63,86.85,UDP,14040,952,ACK,3507.66,758,0.0512,0,1387,Pending,DDoS
Device_78,576,366.1,57.1,UDP,14273,25,RST,9828.44,829,0.0814,1,1048,Pending,DDoS
Device_99,913,198.18,19.8,ICMP,12236,311,None,6899.34,401,0.0059,1,330,Established,Normal
Device_44,934,442.07,61.67,ICMP,37395,394,ACK,7149.24,967,0.0623,1,1396,Failed,DDoS
Device_27,1038,20.47,94.21,UDP,10702,928,FIN,3454.89,830,0.061,0,76,Failed,DDoS
Device_64,741,33.59,42.89,UDP,60503,971,RST,5492.1,419,0.0156,1,421,Established,Normal
Device_75,776,201.57,61.61,TCP,28290,992,ACK,8680.96,873,0.0879,0,252,Failed,DDoS
Device_28,837,385.4,37.37,ICMP,562,431,FIN,7577.1,882,0.0415,0,52,Pending,Spoofing
Device_35,195,6.8,31.53,TCP,26115,236,None,7833.53,846,0.0333,0,532,Failed,Phishing
Device_79,219,189.1,29.43,TCP,60000,543,FIN,6821.65,55,0.0178,1,1417,Pending,Phishing
Device_52,201,269.74,23.32,TCP,33464,930,ACK,4945.11,66,0.0243,0,980,Failed,Phishing
Device_6,127,31.94,78.86,TCP,11942,987,ACK,6485.82,125,0.0289,1,1274,Failed,Phishing
Device_68,1353,139.93,9.25,ICMP,28230,378,SYN,9983.18,206,0.0112,0,866,Established,Normal
Device_98,1270,193.87,26.26,UDP,18625,870,SYN,9795.87,482,0.0029,1,965,Established,Normal
Device_26,92,121.86,50.98,TCP,487,177,RST,9233.17,303,0.0461,0,175,Failed,Spoofing
Device_58,847,169.19,27.28,ICMP,922,556,FIN,2879.35,631,0.0624,0,1453,Failed,Spoofing
Device_43,125,118.96,0.59,TCP,21112,403,RST,89.17,977,0.0254,0,550,Failed,Phishing
Device_86,590,248.53,66.83,UDP,375,560,RST,7616.19,641,0.0696,1,526,Failed,Spoofing
Device_79,520,203.88,71.95,TCP,803,452,FIN,8583.43,918,0.0248,0,366,Pending,Spoofing
Device_7,388,106.29,19.86,TCP,397,276,RST,787.12,923,0.0706,0,826,Pending,Spoofing
Device_80,924,489.09,54.63,ICMP,3,917,RST,2740.87,571,0.0724,1,69,Failed,Spoofing
Device_16,1335,485.42,89.71,ICMP,18848,874,None,1711.0,920,0.0576,0,93,Pending,DDoS
Device_16,1196,32.68,64.11,TCP,11486,398,SYN,5154.19,889,0.09,0,1179,Failed,DDoS
Device_92,243,373.62,51.49,TCP,5941,502,None,5939.04,311,0.0281,1,1274,Pending,Phishing
Device_14,236,469.38,99.85,TCP,32358,68,FIN,3485.33,665,0.0378,1,1236,Pending,Phishing
Device_4,1075,307.98,65.31,ICMP,3566,181,FIN,3936.31,553,0.0828,1,153,Pending,DDoS
Device_46,1028,351.56,73.98,UDP,26906,387,SYN,2732.15,510,0.0662,1,398,Pending,DDoS
Device_59,326,305.27,80.43,ICMP,747,887,FIN,1197.95,458,0.0703,0,1036,Failed,Spoofing
Device_3,1392,461.63,44.05,TCP,139,185,FIN,7948.82,705,0.0412,1,1234,Failed,Spoofing
Device_91,729,262.66,90.05,TCP,650,664,RST,7199.42,565,0.0753,0,1109,Failed,Spoofing
Device_40,373,119.24,20.49,TCP,875,742,RST,308.44,237,0.051,1,918,Failed,Spoofing
Device_34,1417,127.49,87.73,ICMP,56310,178,RST,1028.06,949,0.0777,1,1273,Pending,DDoS
Device_16,1415,269.28,77.39,TCP,594,825,FIN,4842.07,564,0.0373,1,88,Pending,Spoofing
Device_13,75,408.89,52.16,TCP,60409,783,FIN,3596.82,847,0.0582,0,955,Pending,DDoS
Device_23,68,187.43,51.15,TCP,11966,532,FIN,9181.81,239,0.0452,0,32,Failed,Phishing
Device_97,1115,385.46,70.33,ICMP,523,282,RST,7910.02,425,0.077,0,27,Failed,Spoofing
Device_77,145,325.42,0.3,TCP,62730,257,ACK,9666.47,95,0.0476,1,371,Pending,Phishing
Device_83,1349,467.74,49.97,TCP,673,118,RST,6519.23,548,0.045,0,987,Pending,Spoofing
Device_86,834,101.07,61.91,ICMP,50181,994,ACK,7746.23,519,0.059,0,54,Pending,DDoS
Device_27,206,241.46,52.68,TCP,49945,153,None,3707.27,630,0.0147,1,302,Pending,Phishing
Device_31,1267,125.24,15.45,UDP,469,771,RST,6682.5,265,0.0621,1,1284,Failed,Spoofing
Device_76,560,120.16,68.6,TCP,551,619,FIN,4767.29,167,0.064,1,374,Failed,Spoofing
Device_72,730,352.58,70.5,UDP,33200,423,None,4822.51,952,0.073,0,697,Pending,DDoS
Device_86,1508,89.43,85.44,ICMP,240,757,RST,3155.21,226,0.0565,1,545,Pending,Spoofing
Device_95,1501,70.02,74.86,ICMP,769,338,RST,5653.48,533,0.0303,0,1132,Failed,Spoofing
Device_65,99,11.34,84.25,UDP,146,120,RST,666.25,688,0.0519,1,34,Pending,Spoofing
Device_97,1402,190.77,23.22,UDP,191,311,RST,9902.94,303,0.0228,0,1035,Pending,Spoofing
Device_23,91,182.25,36.1,TCP,1543,212,None,5075.51,162,0.0251,0,1141,Failed,Phishing
Device_58,250,203.33,1.83,TCP,59780,191,SYN,2423.0,481,0.0266,0,1045,Failed,Phishing
Device_83,226,452.03,66.49,TCP,39421,978,RST,9217.98,543,0.0115,1,281,Pending,Phishing
Device_90,1342,238.4,91.11,ICMP,398,438,FIN,6032.97,561,0.0304,1,514,Failed,Spoofing
Device_37,1188,360.29,53.53,TCP,64507,506,SYN,7940.57,952,0.0735,1,1266,Pending,DDoS
Device_22,1188,425.61,20.19,UDP,52094,471,RST,1969.99,104,0.017,1,1067,Established,Normal
Device_96,1007,479.13,68.82,TCP,13010,573,ACK,9191.3,820,0.0817,0,732,Pending,DDoS
Device_84,330,253.91,18.76,UDP,310,266,FIN,9002.44,948,0.0642,0,684,Failed,Spoofing
Device_60,858,82.59,37.62,TCP,55727,759,ACK,8872.6,112,0.0051,1,1167,Established,Normal
Device_66,1488,166.99,57.32,UDP,2356,221,None,8944.09,644,0.0919,0,1009,Failed,DDoS
Device_100,235,18.07,51.06,TCP,55946,433,ACK,627.06,140,0.0283,0,776,Pending,Phishing
Device_88,393,391.0,86.94,TCP,880,339,FIN,3116.65,759,0.0401,0,1248,Pending,Spoofing
Device_64,799,443.71,62.17,ICMP,724,38,FIN,1337.64,599,0.0791,0,1417,Pending,Spoofing
Device_22,1517,135.87,8.21,ICMP,766,621,FIN,7209.6,392,0.0664,0,1264,Pending,Spoofing
Device_21,318,127.06,99.75,ICMP,849,665,FIN,1700.25,266,0.0319,1,106,Failed,Spoofing
Device_29,1138,170.38,62.38,ICMP,62415,134,SYN,4537.33,912,0.0788,0,750,Failed,DDoS
Device_57,992,159.65,2.33,TCP,51635,890,RST,2007.45,135,0.0132,1,9,Established,Normal
Device_47,1464,273.3,17.64,TCP,62806,461,ACK,3871.35,147,0.0015,1,240,Established,Normal
Device_98,110,416.62,75.68,TCP,31422,530,ACK,8381.42,797,0.0915,1,1432,Pending,DDoS
Device_47,776,175.1,84.05,ICMP,53648,834,SYN,8701.17,779,0.0563,1,25,Pending,DDoS
Device_27,886,31.06,1.67,UDP,58930,463,FIN,7268.93,273,0.0174,0,713,Established,Normal
Device_16,72,446.9,7.03,TCP,50067,645,FIN,5810.48,78,0.0466,1,845,Pending,Phishing
Device_98,1386,328.6,17.58,TCP,56850,6,FIN,8715.1,216,0.0069,1,848,Established,Normal
Device_58,629,54.35,55.0,ICMP,17094,621,ACK,5753.28,592,0.091,0,726,Pending,DDoS
Device_65,154,458.63,55.07,TCP,8277,848,ACK,3488.18,964,0.0388,1,1109,Pending,Phishing
Device_57,1025,443.71,56.28,ICMP,595,299,FIN,3550.76,295,0.0674,0,662,Failed,Spoofing
Device_35,146,432.66,79.38,UDP,218,824,RST,1863.15,800,0.0431,0,263,Failed,Spoofing
Device_14,97,372.1,36.75,TCP,18871,190,FIN,1048.57,74,0.0113,1,35,Failed,Phishing
Device_58,1413,475.5,99.64,ICMP,45113,893,None,289.8,547,0.0676,0,807,Failed,DDoS
Device_62,369,277.19,46.07,TCP,35690,60,None,7885.05,345,0.0098,1,1190,Established,Normal
Device_65,367,175.0,33.49,TCP,54625,116,FIN,890.7,411,0.0067,1,1315,Established,Normal
Device_9,1258,299.38,48.1,ICMP,17009,264,RST,6880.35,377,0.0116,0,558,Established,Normal
Device_18,517,455.99,93.03,TCP,960,919,FIN,168.23,854,0.0253,0,1406,Failed,Spoofing
Device_60,174,213.63,33.05,UDP,3827,825,ACK,9649.05,305,0.0119,1,507,Established,Normal
Device_80,115,417.95,37.74,TCP,47485,329,RST,5850.89,110,0.0472,0,1275,Pending,Phishing
Device_53,770,38.04,54.26,ICMP,36602,202,SYN,5547.9,501,0.0598,1,616,Failed,DDoS
Device_79,87,340.38,23.82,TCP,28518,289,ACK,2460.35,814,0.0104,1,58,Failed,Phishing
Device_43,438,385.1,11.31,UDP,63025,41,None,9942.44,201,0.0133,0,1393,Established,Normal
Device_57,123,365.13,11.74,TCP,580,407,FIN,5685.17,80,0.0736,1,346,Pending,Spoofing
Device_71,603,273.47,54.7,ICMP,54534,799,RST,6192.65,867,0.0744,1,1249,Failed,DDoS
Device_82,251,353.51,71.9,TCP,5948,47,RST,6238.09,669,0.0301,0,949,Failed,Phishing
Device_27,430,405.15,73.8,ICMP,63554,157,FIN,3554.15,785,0.0647,1,300,Pending,DDoS
Device_44,154,167.9,11.5,TCP,14070,238,ACK,2886.62,453,0.0165,1,1160,Established,Normal
Device_56,1012,18.92,51.99,UDP,1660,213,ACK,6428.46,822,0.0794,0,944,Pending,DDoS
Device_7,930,15.07,79.03,ICMP,42243,646,RST,1993.54,723,0.0892,1,672,Pending,DDoS
Device_29,1409,183.55,92.03,ICMP,280,415,RST,2937.39,555,0.0502,0,290,Failed,Spoofing
Device_84,72,470.47,1.05,TCP,4093,360,FIN,3830.59,487,0.0353,0,1119,Pending,Phishing
Device_44,1106,244.18,16.12,UDP,5140,208,FIN,7129.74,391,0.0095,1,458,Established,Normal
Device_20,137,181.17,88.1,TCP,491,433,RST,6537.77,371,0.0607,0,1216,Pending,Spoofing
Device_81,1359,455.5,4.69,ICMP,46961,835,FIN,8466.6,423,0.0045,1,155,Established,Normal
Device_76,1118,391.72,95.18,TCP,64048,711,ACK,8847.17,537,0.0545,1,591,Failed,DDoS
Device_51,951,68.82,21.07,UDP,660,892,FIN,8374.07,395,0.0554,1,7,Pending,Spoofing
Device_17,705,331.17,74.57,ICMP,750,125,RST,2772.76,361,0.0604,1,1313,Failed,Spoofing
Device_78,1327,304.68,41.82,TCP,53667,866,None,8218.26,219,0.0033,1,62,Established,Normal
Device_21,1389,429.79,11.95,UDP,328,327,RST,7535.5,640,0.0207,1,1395,Pending,Spoofing
Device_16,564,132.03,96.08,UDP,12636,663,None,2254.33,985,0.0803,0,635,Failed,DDoS
Device_35,202,209.5,21.14,ICMP,57573,842,ACK,7508.03,269,0.0115,0,424,Established,Normal
Device_32,779,64.8,57.16,UDP,40593,885,ACK,6338.6,910,0.0866,1,46,Pending,DDoS
Device_41,1210,349.18,50.84,TCP,550,104,RST,2715.48,769,0.0557,0,998,Pending,Spoofing
Device_52,1244,439.72,48.8,TCP,195,661,RST,9351.11,373,0.0673,1,891,Failed,Spoofing
Device_92,384,54.43,53.78,ICMP,44167,169,None,2440.48,724,0.0551,0,619,Failed,DDoS
Device_1,360,238.0,2.75,TCP,4416,333,None,1709.13,130,0.008,0,1264,Established,Normal
Device_21,330,277.14,6.59,ICMP,48341,597,ACK,216.7,331,0.0023,1,561,Established,Normal
Device_51,569,37.41,24.44,UDP,564,169,RST,931.83,837,0.0572,0,990,Pending,Spoofing
Device_83,155,434.51,28.4,TCP,27472,83,RST,4183.31,754,0.0426,0,995,Pending,Phishing
Device_76,619,88.64,81.72,TCP,2032,522,FIN,2377.04,983,0.0988,0,1062,Failed,DDoS
Device_39,311,468.93,57.5,UDP,39098,545,FIN,9717.48,708,0.0759,1,826,Pending,DDoS
Device_31,140,420.09,30.0,TCP,20904,172,FIN,5462.81,245,0.0227,1,1029,Failed,Phishing
Device_61,947,282.3,41.26,ICMP,7719,31,SYN,9496.03,495,0.0056,0,464,Established,Normal
Device_14,540,67.54,29.74,ICMP,669,256,FIN,2812.5,671,0.0764,0,1445,Failed,Spoofing
Device_17,1409,397.83,54.2,ICMP,656,504,RST,964.91,173,0.069,1,855,Pending,Spoofing
Device_58,1290,262.13,31.07,UDP,327,449,RST,9531.15,268,0.0511,0,863,Failed,Spoofing
Device_12,1344,269.81,78.19,ICMP,56416,433,ACK,1073.0,582,0.0584,1,941,Failed,DDoS
Device_48,1216,283.56,45.75,TCP,577,934,RST,8023.52,842,0.0202,1,787,Failed,Spoofing
Device_55,173,273.7,74.26,TCP,57013,892,ACK,2751.21,989,0.0267,0,729,Failed,Phishing
Device_97,1236,222.1,25.49,UDP,6447,687,FIN,5960.84,204,0.0016,0,147,Established,Normal
Device_76,81,175.84,61.88,TCP,47356,524,SYN,2082.05,544,0.0307,1,490,Pending,Phishing
Device_25,988,105.95,4.82,TCP,937,677,FIN,8914.73,26,0.0792,0,623,Pending,Spoofing
Device_88,1450,477.42,49.9,TCP,59887,149,FIN,2020.24,252,0.0048,0,811,Established,Normal
Device_38,1089,230.12,22.69,ICMP,24963,751,RST,3737.92,316,0.0194,1,612,Established,Normal
Device_92,1418,351.8,38.58,TCP,8999,893,None,9199.68,307,0.0129,1,91,Established,Normal
Device_29,225,244.58,55.74,TCP,50147,1008,SYN,7591.81,954,0.0563,1,581,Failed,DDoS
Device_14,124,13.01,27.94,TCP,28310,694,FIN,1357.75,807,0.0144,0,300,Failed,Phishing
Device_2,1507,336.48,12.09,UDP,158,1005,FIN,3303.62,922,0.0603,0,1158,Pending,Spoofing
Device_100,81,352.48,13.69,TCP,467,665,RST,8806.5,392,0.0482,1,823,Failed,Spoofing
Device_95,198,137.84,14.72,TCP,62819,313,RST,1840.51,115,0.0222,0,1169,Failed,Phishing
Device_94,1067,370.32,97.53,ICMP,57578,802,None,2659.24,794,0.0744,0,1343,Pending,DDoS
Device_48,783,470.87,67.52,ICMP,8552,326,None,6770.59,577,0.0732,0,273,Failed,DDoS
Device_73,912,472.86,89.34,UDP,42060,412,FIN,8805.64,787,0.0557,1,91,Pending,DDoS
Device_2,171,314.91,51.53,TCP,12985,618,FIN,9237.43,691,0.031,1,1407,Pending,Phishing
Device_38,1116,105.63,12.02,ICMP,38233,481,RST,1434.68,118,0.008,1,1172,Established,Normal
Device_59,869,168.95,79.94,TCP,4353,685,None,1704.29,997,0.0743,0,841,Failed,DDoS
Device_91,800,184.33,27.54,ICMP,19626,522,RST,3567.31,201,0.0023,1,849,Established,Normal
